error_both,condition
0.0340671065271525,fixed
0.0475348938600117,fixed
0.0460491106935046,fixed
0.0597576551393777,fixed
0.037501260754838,fixed
0.0216243018681992,fixed
0.0244857501986778,fixed
0.0274365410623615,fixed
0.0423804050597012,fixed
0.0478200126439138,fixed
0.0420393611055823,fixed
0.0481738102566815,fixed
0.0459692241206931,fixed
0.0677725432644148,fixed
0.0420360874764459,fixed
0.0557148994245267,fixed
0.0552160819253159,fixed
0.0378116295427698,fixed
0.0549992475886921,fixed
0.0520917397370144,fixed
0.0749671856934663,fixed
0.0599533630779694,fixed
0.0364482600341009,fixed
0.0648624080791495,fixed
0.0580019338670491,fixed
0.0897428339843255,fixed
0.0853684795417867,fixed
0.0486121144609411,fixed
0.0421906152613324,fixed
0.041056334259869,fixed
0.0359248279124681,fixed
0.0399855175096271,fixed
0.0372294182360251,fixed
0.030570375030328,fixed
0.0500458326281987,fixed
0.0362364799679144,fixed
0.0452135406745736,fixed
0.0559768935100088,fixed
0.0443759174692243,fixed
0.0486154399929318,fixed
0.0411637938026574,fixed
0.0400421108600217,fixed
0.039696381527009,fixed
0.0345885661935144,fixed
0.04196045930812,fixed
0.0427169194181739,fixed
0.0930105127067452,fixed
0.0857590281151016,fixed
0.043134758834838,fixed
0.0333555600877484,fixed
0.0178328629609475,fixed
0.0288121412418776,fixed
0.0367697004596467,fixed
0.053777614795813,fixed
0.0664424596118363,fixed
0.0290666835758949,fixed
0.025434790340745,fixed
0.0419490835371143,fixed
0.0260518742982176,fixed
0.0280911809343464,fixed
0.0414353549118041,fixed
0.0316422590238903,fixed
0.0398329952425194,fixed
0.0370635603882307,fixed
0.0424347922383537,fixed
0.0348365579382523,fixed
0.0304032030914092,fixed
0.0219325752927855,fixed
0.0412329580526027,fixed
0.0418290770451449,fixed
0.0341326315510349,fixed
0.0336905056609406,fixed
0.021899101728692,fixed
0.0186202169174756,fixed
0.0236968298370128,fixed
0.0273082125287489,fixed
0.0334065781414008,fixed
0.0213065939228842,fixed
0.0314379472138209,fixed
0.0265086995558581,fixed
0.0281886193458314,fixed
0.0546239379731531,fixed
0.0283129122012575,fixed
0.0382669974443809,fixed
0.0338953786846403,fixed
0.0305217632663685,fixed
0.0248825244079193,fixed
0.0276944312811518,fixed
0.0270433777417384,fixed
0.0299245023814047,fixed
0.0464424709612774,fixed
0.0500457029289258,fixed
0.0364034803433552,fixed
0.0215975773842734,fixed
0.0217376150562935,fixed
0.0241031877521771,fixed
0.0241218009235198,fixed
0.0300411437918656,fixed
0.0304355494013303,fixed
0.0330075359184944,fixed
0.0244482016450292,fixed
0.043158671138341,fixed
0.0299755602957528,fixed
0.0427637268680139,fixed
0.0542380034355739,fixed
0.0366062349908344,fixed
0.0325224117722889,fixed
0.0402139783186548,fixed
0.0489499766756713,fixed
0.0348472874829141,fixed
0.0424280233051317,fixed
0.02532302541275,fixed
0.0409601990929749,fixed
0.0373684229596264,fixed
0.0442625863434905,fixed
0.0286661236559146,fixed
0.0181851451757274,fixed
0.0134020731018814,fixed
0.0327857717020629,fixed
0.0274211955922086,fixed
0.0447096643367824,fixed
0.0386272450536177,fixed
0.0459144490446259,fixed
0.038340811059071,fixed
0.0303215393895817,fixed
0.0584080327362763,fixed
0.0292326089194149,fixed
0.0390812199865001,fixed
0.0413122479728023,fixed
0.0371972529790362,fixed
0.037531384441419,fixed
0.0411457895656936,fixed
0.0276651443046995,fixed
0.0366671553182507,fixed
0.0449387980151627,fixed
0.0536954825945644,fixed
0.0457387677946465,fixed
0.0247831855335118,fixed
0.0200037317915144,fixed
0.0350163236177422,fixed
0.0233161047841182,fixed
0.0341219801622872,fixed
0.042813033561078,fixed
0.0482560874405046,fixed
0.0357420904632961,fixed
0.0454225763085139,fixed
0.0320234145729672,fixed
0.0332757894974931,fixed
0.0644624467500346,fixed
0.0350752710691546,fixed
0.0390591909802809,fixed
0.0403536257214803,fixed
0.0415744123297559,fixed
0.0314744064908854,fixed
0.0330068004572434,fixed
0.0246185753047779,fixed
0.0296187452104769,fixed
0.0463803797866872,fixed
0.0395848761744865,fixed
0.0409783981095437,fixed
0.0250219766003324,fixed
0.0185206149942377,fixed
0.0392002944102252,fixed
0.0396055725051241,fixed
0.0308877463369989,fixed
0.0357975606219577,fixed
0.0562129831936764,fixed
0.0361395981371693,fixed
0.0334731424735395,fixed
0.0560434053450806,fixed
0.0390710012695237,fixed
0.033210381768078,fixed
0.0452163528751251,fixed
0.0444480739455111,fixed
0.0375657068867463,fixed
0.0305922004406415,fixed
0.0192552709141669,fixed
0.0363148919948852,fixed
0.0491512510510012,fixed
0.0420074542631893,fixed
0.0350935080293254,fixed
0.0302478093915576,fixed
0.0200156705464434,fixed
0.0287436924417627,fixed
0.0347919342370337,fixed
0.036015565850981,fixed
0.0396382874943393,fixed
0.0469384815184891,fixed
0.0353836747882248,fixed
0.0400706370666815,fixed
0.0366054269217993,fixed
0.0295323817475285,fixed
0.0381471677888109,fixed
0.037254907870808,fixed
0.04440956005882,fixed
0.0766162098062767,fixed
0.0655511840653569,fixed
0.0466089085957574,fixed
0.0323927928811207,fixed
0.0277568587664477,fixed
0.0548671034326952,fixed
0.0561567215039515,fixed
0.0446029022217998,fixed
0.0472192093835876,fixed
0.025728489133194,fixed
0.0263909852179015,fixed
0.0345691265096489,fixed
0.048899735415563,fixed
0.0413726787472912,fixed
0.0309094643602429,fixed
0.0444701586437455,fixed
0.0362766196042521,fixed
0.0322380586714652,fixed
0.0382987348588145,fixed
0.0423984870168627,fixed
0.039183489310361,fixed
0.0395960823377843,fixed
0.0456964715860038,fixed
0.0336676820581011,fixed
0.0320015134337989,fixed
0.0253911077662737,fixed
0.0392163805761628,fixed
0.0526966990903755,fixed
0.0510238018720085,fixed
0.0410696954941316,fixed
0.030050486638814,fixed
0.0274080802110742,fixed
0.0518287144297606,fixed
0.0428323524346137,fixed
0.0316800526576625,fixed
0.0458161738515832,fixed
0.0360798837630627,fixed
0.0249772835271403,fixed
0.0328059127125282,fixed
0.0219150632859983,fixed
0.0238288003271693,fixed
0.037618820046606,fixed
0.0268288454704759,fixed
0.0275166645824537,fixed
0.0346059532502398,fixed
0.0329248487876173,fixed
0.0296510282279306,fixed
0.0258871549217179,fixed
0.0117719052139884,fixed
0.0335216369882074,fixed
0.0329474877511699,fixed
0.0331072633982722,fixed
0.0276241699040838,fixed
0.0154743653809372,fixed
0.0157533295988332,fixed
0.020459799223219,fixed
0.0230169528423127,fixed
0.0297331733879071,fixed
0.0300983582158732,fixed
0.0451541635402295,fixed
0.0294667451507589,fixed
0.0225874653350306,fixed
0.0451438755042357,fixed
0.027051510741642,fixed
0.0266165731130581,fixed
0.0306668398976911,fixed
0.0302181672068951,fixed
0.0301760138296345,fixed
0.0245878553982791,fixed
0.0163750909485571,fixed
0.0264361394213798,fixed
0.0356897681243742,fixed
0.0352420591173674,fixed
0.0350527392774848,fixed
0.0185005636450009,fixed
0.0139033485117764,fixed
0.0258383344138404,fixed
0.0206561485345054,fixed
0.0224968075700763,fixed
0.0240679061088689,fixed
0.0320243242652498,fixed
0.0288025051084773,fixed
0.0504461147173008,fixed
0.0329575418782182,fixed
0.0327453222958332,fixed
0.037736478035708,fixed
0.0285790157798595,fixed
0.027998993082115,fixed
0.0371065223885629,fixed
0.0392771484456891,fixed
0.0310230852222612,fixed
0.0204889585988406,fixed
0.0293436698089025,fixed
0.0403394461257953,fixed
0.0527609656210675,fixed
0.0435685033346577,fixed
0.0299006874979598,fixed
0.0243216090465804,fixed
0.0178314536344581,fixed
0.0219458247609826,fixed
0.0211728318343037,fixed
0.0394160321839457,fixed
0.0338077234389177,fixed
0.043501502083594,fixed
0.0314936494503988,fixed
0.0384002839562315,fixed
0.0361009682341826,fixed
0.0348670361473692,fixed
0.0275883742661792,fixed
0.0277847636628806,fixed
0.0359628372626136,fixed
0.0251113851796678,fixed
0.0209239680831227,fixed
0.018824142862797,fixed
0.042577987808054,fixed
0.0487192296155371,fixed
0.0387303979855998,fixed
0.0337634861570624,fixed
0.0201860425606605,fixed
0.0202507256386851,fixed
0.0143488350325927,fixed
0.0221228157927113,fixed
0.022006773214062,fixed
0.0235705641681854,fixed
0.0479719419429879,fixed
0.0407968862823982,fixed
0.0462490984545644,fixed
0.0385999861230711,fixed
0.031564730392989,fixed
0.0511513014828907,fixed
0.0287594669983947,fixed
0.0283848145448649,fixed
0.0349918671328002,fixed
0.0407861427800466,fixed
0.0307876221570108,fixed
0.0312904555011262,fixed
0.0220393731052768,fixed
0.044332619631856,fixed
0.0483810698421706,fixed
0.0473365347567958,fixed
0.0392325723606783,fixed
0.019754586026711,fixed
0.0270009403939326,fixed
0.0357193231988816,fixed
0.0324330877112177,fixed
0.031883644995506,fixed
0.0311942701801892,fixed
0.0396215940702428,fixed
0.0313420701372669,fixed
0.034604717650857,fixed
0.0404208587484684,fixed
0.0308829183919616,fixed
0.0286608529078351,fixed
0.0409806707162788,fixed
0.0476886245174001,fixed
0.0364077767499945,fixed
0.0249363731723332,fixed
0.021781447845255,fixed
0.0436666968820854,fixed
0.0478997695997731,fixed
0.049227166210291,fixed
0.0291926794740841,fixed
0.0244753050203254,fixed
0.0285667296781917,fixed
0.0301103639110975,fixed
0.0239830272624175,fixed
0.0295313953529682,fixed
0.0298253728605431,fixed
0.0421793967714281,fixed
0.037871854904789,fixed
0.050415911225146,fixed
0.0322291330088478,fixed
0.0340357153566462,fixed
0.0428700748401903,fixed
0.0301641509447507,fixed
0.0449478406155933,fixed
0.0670407613812569,fixed
0.0431843973143774,fixed
0.0331307783355909,fixed
0.0355028371349605,fixed
0.0220018426720228,fixed
0.0406233901571223,fixed
0.048429932275435,fixed
0.0417473414063724,fixed
0.036377512621571,fixed
0.0186158403293435,fixed
0.0215618014803137,fixed
0.0374707358762777,fixed
0.0333718697768181,fixed
0.034121371490083,fixed
0.0310921607551605,fixed
0.0528638080448249,fixed
0.026463499516894,fixed
0.0409878804862466,fixed
0.046822152610711,fixed
0.0317110379245813,fixed
0.0374838707586265,fixed
0.0389738668471447,fixed
0.0350792109024115,fixed
0.0292455628587976,fixed
0.0380546897355593,fixed
0.0176051287823656,fixed
0.033972484416878,fixed
0.0470894509357561,fixed
0.0514329899795924,fixed
0.0276762424463998,fixed
0.0247286507723192,fixed
0.0177434282527555,fixed
0.0299651660900743,fixed
0.0329587532039671,fixed
0.0282983752948923,fixed
0.0353288281573768,fixed
0.0576989238407177,fixed
0.0412072559971184,fixed
0.0626844157425736,fixed
0.0391298445523877,fixed
0.0507035966848821,fixed
0.050784588146096,fixed
0.0441626020192494,fixed
0.0554663335211857,fixed
0.0526689242333966,fixed
0.0643290669089558,fixed
0.0613961024929592,fixed
0.0384373087785666,fixed
0.0349551411036782,fixed
0.0588558624922694,fixed
0.0468298179019637,fixed
0.0712688758735861,fixed
0.0454866264122979,fixed
0.0324273814158415,fixed
0.0265298033404165,fixed
0.0387611118457772,fixed
0.0298656535858251,fixed
0.0416355274557609,fixed
0.0507519243924848,fixed
0.0457684667759685,fixed
0.0409595694409608,fixed
0.0478966172511908,fixed
0.0599742103091256,fixed
0.0398864687676521,fixed
0.0440491842185178,fixed
0.05154965959038,fixed
0.0574392380102733,fixed
0.0715137408578087,fixed
0.0666359631505019,fixed
0.0585925613037094,fixed
0.0531843427306744,fixed
0.0500447256561779,fixed
0.0565467801664541,fixed
0.042094740537018,fixed
0.0337469796069199,fixed
0.0344535426603033,fixed
0.0382334975333716,fixed
0.0323800173131851,fixed
0.0606075665746744,fixed
0.0444042045777498,fixed
0.0424987170555918,fixed
0.0361805248025285,fixed
0.0483281919181177,fixed
0.0318359053254332,fixed
0.0365788134411704,fixed
0.0449507431067869,fixed
0.0560634637125607,fixed
0.0294738827167796,fixed
0.0418582871206198,fixed
0.0436079620134028,fixed
0.0165157037625541,fixed
0.0256081252697744,fixed
0.0198448181920678,fixed
0.0273437235813134,fixed
0.0315493471080717,fixed
0.0375479587364359,fixed
0.0287446444104245,fixed
0.0178820316704682,fixed
0.019418917469581,fixed
0.0206511127805631,fixed
0.0199360208918313,fixed
0.0295996489300317,fixed
0.030630096955211,fixed
0.0352966873470597,fixed
0.0283664772180852,fixed
0.0357074321788442,fixed
0.026167303468842,fixed
0.0464611374023928,fixed
0.0299650086925605,fixed
0.0312593808591618,fixed
0.0637604569255659,fixed
0.0321532833767548,fixed
0.0207067915851532,fixed
0.0177940917318856,fixed
0.0313851001625611,fixed
0.024318836427478,fixed
0.036960952894731,fixed
0.0333188840853318,fixed
0.0166121887170554,fixed
0.0154779956379257,fixed
0.0139066472107868,fixed
0.0270586212468354,fixed
0.0466341365478899,fixed
0.0441191453791285,fixed
0.0360694452632179,fixed
0.0346046756098571,fixed
0.0362730733109211,fixed
0.028299012271439,fixed
0.0315375747121536,fixed
0.0533418333842765,fixed
0.0420801253917633,fixed
0.0440922151000751,fixed
0.0389599320734399,fixed
0.0423002683650001,fixed
0.073266130446164,fixed
0.0396781949052843,fixed
0.0257492573967186,fixed
0.0408408174584014,fixed
0.0480167486392252,fixed
0.0389592544772618,fixed
0.0301483076400287,fixed
0.0260965199920931,fixed
0.0309149033723408,fixed
0.0338631923298209,fixed
0.0308310094721065,fixed
0.0431840069354452,fixed
0.0332924067862223,fixed
0.0401346639433845,fixed
0.0310837608487976,fixed
0.0382714971681331,fixed
0.0665921834213432,fixed
0.0322467781919418,fixed
0.0609240294207805,fixed
0.0337949928680418,fixed
0.0394545184401407,fixed
0.0363059890345443,fixed
0.0345318641517292,fixed
0.0295944466652874,fixed
0.0366738784449488,fixed
0.0365829422248107,fixed
0.0373353492041271,fixed
0.0346690341531348,fixed
0.0286399844602769,fixed
0.0163611282203307,fixed
0.0257391821419399,fixed
0.0342614935597303,fixed
0.0362859494273818,fixed
0.02901255551667,fixed
0.0279397154031161,fixed
0.0254950620382633,fixed
0.0398654968113048,fixed
0.0348240085773881,fixed
0.0381775564521466,fixed
0.0341816810081874,fixed
0.0362945582443323,fixed
0.0462764148522348,fixed
0.0424586059455358,fixed
0.0374488012997573,fixed
0.0257304854794532,fixed
0.0280809495516703,fixed
0.0296569224211036,fixed
0.0370810227677896,fixed
0.0463423694171389,fixed
0.0479347110161065,fixed
0.0285489210081896,fixed
0.0200231541874034,fixed
0.013858473571721,fixed
0.0286023963370279,fixed
0.0293136886826103,fixed
0.0371589700243359,fixed
0.0316767268464701,fixed
0.0443859345380037,fixed
0.0313431863079801,fixed
0.0333361191269641,fixed
0.0643761610329649,fixed
0.0549751953679612,fixed
0.035727474293729,fixed
0.0409077803078417,fixed
0.0457493547750787,fixed
0.032946716046683,fixed
0.0275575738607661,fixed
0.0176517947151771,fixed
0.0312142947504298,fixed
0.0504872432454392,fixed
0.0417110263084657,fixed
0.0325042926729299,fixed
0.0128179146837966,fixed
0.0131786709367114,fixed
0.0175863973806519,fixed
0.0303002812638543,fixed
0.0311115363939132,fixed
0.0278341941649688,fixed
0.059513562049107,fixed
0.0514810416410421,fixed
0.0514821843568462,fixed
0.0403847445600571,fixed
0.0378185431135358,fixed
0.0367001003269891,fixed
0.0361334645770652,fixed
0.0319400660771537,fixed
0.0332297917882265,fixed
0.0409807292662918,fixed
0.0326933552613416,fixed
0.0250308077296611,fixed
0.0186222007561905,fixed
0.0373227640213748,fixed
0.0396963206189122,fixed
0.0383467217523171,fixed
0.051143617864281,fixed
0.0227771021585534,fixed
0.0199898632478517,fixed
0.0282505281773216,fixed
0.0200161992354072,fixed
0.0430634947564402,fixed
0.0450012183464908,fixed
0.062514169096117,fixed
0.0310705033518318,fixed
0.04790010015337,fixed
0.0377274058731527,fixed
0.034975944678583,fixed
0.027364062160464,fixed
0.0403028971103222,fixed
0.0397632658197597,fixed
0.0387595050480257,fixed
0.0275429101428252,fixed
0.0203170107190495,fixed
0.0365042997205868,fixed
0.0458799341728795,fixed
0.0402108284029684,fixed
0.0368042729436932,fixed
0.0241425094248535,fixed
0.0218560286726271,fixed
0.0251393138010459,fixed
0.0304103967369253,fixed
0.0269476812078376,fixed
0.0267270640725625,fixed
0.0444164765617188,fixed
0.0478472144220581,fixed
0.0495533268869936,fixed
0.0341156735162902,fixed
0.0342110301260809,fixed
0.0594549998809522,fixed
0.0408706199706236,fixed
0.0348969397404148,fixed
0.0386114993796701,fixed
0.0472912714099365,fixed
0.0270456782407033,fixed
0.0372413781880419,fixed
0.0270823624335783,fixed
0.0387616080483718,fixed
0.0532865481956756,fixed
0.0297876607554885,fixed
0.0515809194342191,fixed
0.0180845067126556,fixed
0.0177811179030044,fixed
0.0368922067484172,fixed
0.0346532648139733,fixed
0.0402636987427606,fixed
0.0503890016986648,fixed
0.0517146794694165,fixed
0.0408485364258921,fixed
0.0415081535793225,fixed
0.0597113455270012,fixed
0.0296703835809465,fixed
0.0373401119893482,fixed
0.0396181612342275,fixed
0.0422656954397611,fixed
0.033287693196141,fixed
0.0361918365522284,fixed
0.0306000622783687,fixed
0.0418126410351879,fixed
0.0453003096480582,fixed
0.049744731797022,fixed
0.0437110936691362,fixed
0.0266633491477769,fixed
0.0263694405002956,fixed
0.0269642290162135,fixed
0.0402799761306754,fixed
0.0427957836286128,fixed
0.0446926045165138,fixed
0.0390025728582994,fixed
0.041173113960895,fixed
0.0393948033403112,fixed
0.0338920560583494,fixed
0.0358873833881557,fixed
0.048045951099179,fixed
0.0446751831808078,fixed
0.049585337527658,fixed
0.0359959654598138,fixed
0.0519797721531466,fixed
0.0352708025474512,fixed
0.0350558577516205,fixed
0.0308917041005268,fixed
0.034380013573149,fixed
0.0382930692267682,fixed
0.0375354984630517,fixed
0.0429760601067135,fixed
0.0272040170929114,fixed
0.024512645700404,fixed
0.0370433640103551,fixed
0.033420224645599,fixed
0.0411922822441261,fixed
0.0321842032899178,fixed
0.0460376381273763,fixed
0.0400576591680023,fixed
0.0406959937373466,fixed
0.0497402995764083,fixed
0.0412393838652307,fixed
0.0457748361560554,fixed
0.0371692802730409,fixed
0.040701726573083,fixed
0.0372834959347372,fixed
0.0256098580618684,fixed
0.0221701092564415,fixed
0.0460663406330408,fixed
0.0579283065877176,fixed
0.0477615846866664,fixed
0.04788271921232,fixed
0.0333482119943806,fixed
0.0313435794421316,fixed
0.0218970770647699,fixed
0.0295160017543918,fixed
0.0296278011771815,fixed
0.0357322245818855,fixed
0.0323631377518906,fixed
0.021690339369031,fixed
0.0259084301171147,fixed
0.0213482351739696,fixed
0.0210188778133746,fixed
0.0732702085693562,fixed
0.0440699032002689,fixed
0.0556527034726997,fixed
0.0429450768982539,fixed
0.0394725704766126,fixed
0.0370691955467532,fixed
0.0435557084365542,fixed
0.0248953243136787,fixed
0.0368970818115395,fixed
0.0471568736371529,fixed
0.0385177359098546,fixed
0.0264280239790099,fixed
0.0251897241055053,fixed
0.0243550924410673,fixed
0.0335106120916141,fixed
0.0427592145553129,fixed
0.0267971476227099,fixed
0.0240691684876284,fixed
0.0305669194277977,fixed
0.0279815642641615,fixed
0.0200182051204219,fixed
0.0531538320997804,fixed
0.0439156023357792,fixed
0.0409607091731386,fixed
0.0403521463448024,fixed
0.0376128649539944,fixed
0.0336742931565813,fixed
0.0373487454640812,fixed
0.025203229072344,fixed
0.0300863485610331,fixed
0.0405344166526194,fixed
0.0447977806714825,fixed
0.0276070659123512,fixed
0.0302374452142549,fixed
0.018290509264722,fixed
0.0255706931202101,fixed
0.027869967719406,fixed
0.0296298510787702,fixed
0.0369544345279601,fixed
0.0403401588499682,fixed
0.0409888854419889,fixed
0.0445740865378878,fixed
0.0453555586865919,fixed
0.0494623705647806,fixed
0.0732820683261119,fixed
0.0499404791013443,fixed
0.0654163949523348,fixed
0.0600311584933293,fixed
0.0561332393216918,fixed
0.0476337375266047,fixed
0.0524895420751022,fixed
0.0417433805416609,fixed
0.0499501900021203,fixed
0.0496293243573819,fixed
0.0469594720601626,fixed
0.0463727973240855,fixed
0.0373115212024195,fixed
0.0286183872955254,fixed
0.0419140822372236,fixed
0.0424842547520665,fixed
0.0414680592299909,fixed
0.0503673394277037,fixed
0.0619806912188389,fixed
0.0494965390898154,fixed
0.0470803435596926,fixed
0.0458532832895788,fixed
0.0533618463703742,fixed
0.0586276329706763,fixed
0.0690990131030123,fixed
0.0670564413955078,fixed
0.0623542353564632,fixed
0.0494849206062979,fixed
0.0370462535831269,fixed
0.0561918770464844,fixed
0.0620039465071289,fixed
0.0703620288831423,fixed
0.0429290959519942,fixed
0.0421842961377272,fixed
0.0374760091331946,fixed
0.0438624237713244,fixed
0.0542689772137271,fixed
0.0489802422701094,fixed
0.0418870301912043,fixed
0.0385383712111896,fixed
0.0426130239433253,fixed
0.0362719514390366,fixed
0.0438206155893621,fixed
0.0558082538281267,fixed
0.0472862866474435,fixed
0.0368518107100561,fixed
0.049789217845774,fixed
0.0346557904123661,fixed
0.0470295132032327,fixed
0.0388657956101156,fixed
0.0440371504782755,fixed
0.0320952949897062,fixed
0.0583278656732733,fixed
0.0488092654242226,fixed
0.050302098863031,fixed
0.0232179597234774,fixed
0.0243544099662854,fixed
0.0260756323785297,fixed
0.0426760562347844,fixed
0.0333976198304753,fixed
0.0382244492521339,fixed
0.0313382660636491,fixed
0.0459958149443946,fixed
0.0274345131065489,fixed
0.0323454885761735,fixed
0.0498681113785439,fixed
0.0426064399738811,fixed
0.0506578824228271,fixed
0.0443550166389328,fixed
0.0486017748298447,fixed
0.0500747744323006,fixed
0.0414043995782236,fixed
0.0316296620232963,fixed
0.0400629464166238,fixed
0.0558855376240133,fixed
0.0483863037857553,fixed
0.0275094588413215,fixed
0.028257525694038,fixed
0.0216427929474492,fixed
0.037982286942101,fixed
0.0258906007075408,fixed
0.0354009893904875,fixed
0.0428957655606651,fixed
0.0294007719544968,fixed
0.0264697144505706,fixed
0.0399921510489591,fixed
0.0413863747120419,fixed
0.0343970641131281,fixed
0.0626318112733788,fixed
0.0438147099460861,fixed
0.0319484393891384,fixed
0.0368436266951763,fixed
0.0423164286371381,fixed
0.0288819628248057,fixed
0.0371218325697129,fixed
0.0269877956441841,fixed
0.0443746352129443,fixed
0.0585282261586656,fixed
0.0520032830673039,fixed
0.0405143982670323,fixed
0.0292561963322593,fixed
0.0320084112192465,fixed
0.0241748818552414,fixed
0.0345158562259706,fixed
0.043237914340254,fixed
0.0295268798735717,fixed
0.0424450164663026,fixed
0.0422366283397733,fixed
0.0415554308609404,fixed
0.065808985440807,fixed
0.043275104296077,fixed
0.0379225025877395,fixed
0.0505874312204685,fixed
0.0539248121764244,fixed
0.0395222947411013,fixed
0.0346092552087986,fixed
0.0267008660774585,fixed
0.0547419286261871,fixed
0.0629762968909281,fixed
0.0558751884632002,fixed
0.0453166031184391,fixed
0.0259364168871425,fixed
0.0211408687576475,fixed
0.04182983419956,fixed
0.0294517895015999,fixed
0.0444565257230252,fixed
0.0356479469727235,fixed
0.0377491160070306,fixed
0.0458169560233934,fixed
0.0531786099333931,fixed
0.0370529039616149,fixed
0.0361387684386939,fixed
0.0502731251058035,fixed
0.0373769719547233,fixed
0.0477219926082832,fixed
0.0494888728763781,fixed
0.0512038420318204,fixed
0.0289220654870921,fixed
0.0311814038194248,fixed
0.022870154852609,fixed
0.0350046965849909,fixed
0.0495784017974072,fixed
0.0606197514894521,fixed
0.0343938547998746,fixed
0.0270408903457135,fixed
0.0275193516690883,fixed
0.0344098499848231,fixed
0.0403058408749997,fixed
0.0314771033881973,fixed
0.0385262813966553,fixed
0.036681362837603,fixed
0.0316764268490738,fixed
0.0489327029010789,fixed
0.059961651132112,fixed
0.0391808662396079,fixed
0.0539399781294903,fixed
0.0394434078633259,fixed
0.0469111159930587,fixed
0.0494550020401569,fixed
0.0326324423572829,fixed
0.0314982501494191,fixed
0.0412293655233007,fixed
0.0439304282065217,fixed
0.050056000896892,fixed
0.0269073614190024,fixed
0.0282760833298052,fixed
0.0284680678726166,fixed
0.0351872733308337,fixed
0.0550746074001302,fixed
0.0421869563673821,fixed
0.0269555882300685,fixed
0.0433478143846953,fixed
0.0447963954958233,fixed
0.0525092891557962,fixed
0.0386496962741226,fixed
0.0401454257226193,fixed
0.0787661154618803,fixed
0.0337735454065072,fixed
0.0449100540263061,fixed
0.0476671282927952,fixed
0.0565223708645469,fixed
0.039428113185592,fixed
0.0371392722343985,fixed
0.0306592715141695,fixed
0.0528511711288671,fixed
0.063941903178285,fixed
0.0642200547968524,fixed
0.0437349314416746,fixed
0.0251985597992146,fixed
0.0232540701898095,fixed
0.0379831010475394,fixed
0.0356945602302258,fixed
0.046645458466918,fixed
0.0492673560651247,fixed
0.0561274960182692,fixed
0.0406225569837973,fixed
0.0443755877856845,fixed
0.0544224360534859,fixed
0.0363891041383119,fixed
0.0418278891689713,fixed
0.0489096176611467,fixed
0.0433875218348067,fixed
0.044897698940967,fixed
0.0404646236878147,fixed
0.0296935693308985,fixed
0.0518255970368253,fixed
0.111150781177838,fixed
0.0538649826567863,fixed
0.0346981648536052,fixed
0.0218639036558928,fixed
0.0222947004943825,fixed
0.0238076308521777,fixed
0.0352658240428229,fixed
0.0406564472788143,fixed
0.0425459408484249,fixed
0.0338663677122607,fixed
0.0404964790550442,fixed
0.049865872143447,fixed
0.0429952315061428,fixed
0.0440736361707908,fixed
0.0498446439681836,fixed
0.045470387451987,fixed
0.0545285292220965,fixed
0.0485232239117283,fixed
0.0512107918932079,fixed
0.0510676623348225,fixed
0.02961960271707,fixed
0.0207830554925455,fixed
0.0472424798763338,fixed
0.0374305695891652,fixed
0.0449175814952823,fixed
0.0386778752106697,fixed
0.0331495412769821,fixed
0.028092293074344,fixed
0.0234216332636936,fixed
0.0296880797947025,fixed
0.0359973752526788,fixed
0.0424591481546935,fixed
0.0475056513999738,fixed
0.0428308199196149,fixed
0.0642734871340493,fixed
0.0511215330267681,fixed
0.0464447188941312,fixed
